-4.9, -4.9, 9.32211486173733E-08
-4.9, -4.84, 1.07714811344074E-07
-4.9, -4.78, 1.24507969364585E-07
-4.9, -4.72, 1.43973116125712E-07
-4.9, -4.66, 1.6654438104303E-07
-4.9, -4.6, 1.92727950959645E-07
-4.9, -4.54, 2.23114292541439E-07
-4.9, -4.48, 2.58392493725333E-07
-4.9, -4.42, 2.99367099772537E-07
-4.9, -4.36, 3.46977887511809E-07
-4.9, -4.3, 4.02323101986487E-07
-4.9, -4.24, 4.66686775325856E-07
-4.9, -4.18000000000001, 5.41570861089131E-07
-4.9, -4.12000000000001, 6.28733051972896E-07
-4.9, -4.06000000000001, 7.30231308683912E-07
-4.9, -4.00000000000001, 8.4847631780416E-07
-4.9, -3.94000000000001, 9.86293322407039E-07
-4.9, -3.88000000000001, 1.14699503354163E-06
-4.9, -3.82000000000001, 1.33446768082902E-06
-4.9, -3.76000000000001, 1.55327255268244E-06
-4.9, -3.70000000000001, 1.8087659754238E-06
-4.9, -3.64000000000001, 2.10724107998038E-06
-4.9, -3.58000000000001, 2.45609543392291E-06
-4.9, -3.52000000000001, 2.86402935999499E-06
-4.9, -3.46000000000001, 3.34128068645953E-06
-4.9, -3.40000000000001, 3.8999027743483E-06
-4.9, -3.34000000000001, 4.55409398158113E-06
-4.9, -3.28000000000001, 5.32058829690219E-06
-4.9, -3.22000000000001, 6.21911875939447E-06
-4.9, -3.16000000000001, 7.27296753430783E-06
-4.9, -3.10000000000001, 8.50961921818577E-06
-4.9, -3.04000000000001, 9.96153718638615E-06
-4.9, -2.98000000000001, 1.1667086683378E-05
-4.9, -2.92000000000001, 1.3671633022631E-05
-4.9, -2.86000000000001, 1.60288488679437E-05
-4.9, -2.80000000000001, 1.88022713044119E-05
-4.9, -2.74000000000001, 2.20671575080404E-05
-4.9, -2.68000000000001, 2.5912697570405E-05
-4.9, -2.62, 3.04446547704658E-05
-4.9, -2.56, 3.57885177237587E-05
-4.9, -2.5, 4.20932658819576E-05
-4.9, -2.44, 4.95358704128065E-05
-4.9, -2.38, 5.83266773021953E-05
-4.9, -2.32, 6.87158494871878E-05
-4.9, -2.26, 8.10010810474795E-05
-4.9, -2.2, 9.55368402898016E-05
-4.9, -2.14, 0.000112745451587931
-4.9, -2.08, 0.000133130390089421
-4.9, -2.02, 0.000157292241323774
